birthplace,filename,native_language,sex,country,native_language_num,target_frequency,target,target_lbl
"bilwi, puerto cabezas, nicaragua",spanish149.mp3,spanish,male,nicaragua,164,166,26,spanish
"la ceiba, honduras",spanish148.mp3,spanish,male,honduras,164,166,26,spanish
"puerto_cabezas, nicaragua",spanish147.mp3,spanish,male,nicaragua,164,166,26,spanish
"las palmas, oaxaca, mexico",spanish146.mp3,spanish,male,mexico,164,166,26,spanish
"florencia, zacatecas, mexico",spanish145.mp3,spanish,female,mexico,164,166,26,spanish
"florencia, zacatecas, mexico",spanish144.mp3,spanish,female,mexico,164,166,26,spanish
"oviedo, spain",spanish143.mp3,spanish,male,spain,164,166,26,spanish
"san salvador, el salvador",spanish142.mp3,spanish,female,el salvador,164,166,26,spanish
"la union, el salvador",spanish141.mp3,spanish,male,el salvador,164,166,26,spanish
"cochabamba, bolivia",spanish140.mp3,spanish,female,bolivia,164,166,26,spanish
"pereira, colombia",spanish14.mp3,spanish,female,colombia,164,166,26,spanish
"guatemala city, guatemala",spanish139.mp3,spanish,male,guatemala,164,166,26,spanish
"san miguel, el salvador",spanish138.mp3,spanish,female,el salvador,164,166,26,spanish
"santa ana, el salvador",spanish137.mp3,spanish,female,el salvador,164,166,26,spanish
"puebla, mexico",spanish17.mp3,spanish,female,mexico,164,166,26,spanish
"santiago, chile",spanish136.mp3,spanish,male,chile,164,166,26,spanish
"la paz, bolivia",spanish18.mp3,spanish,male,bolivia,164,166,26,spanish
"la paz, bolivia",spanish88.mp3,spanish,male,bolivia,164,166,26,spanish
"santiago-dr, dominican republic",spanish43.mp3,spanish,male,dominican republic,164,166,26,spanish
"la romana, dominican republic",spanish44.mp3,spanish,female,dominican republic,164,166,26,spanish
"santiago-dr, dominican republic",spanish45.mp3,spanish,female,dominican republic,164,166,26,spanish
"santo domingo, dominican republic",spanish46.mp3,spanish,male,dominican republic,164,166,26,spanish
"santo domingo, dominican republic",spanish47.mp3,spanish,female,dominican republic,164,166,26,spanish
"bilbao, spain",spanish48.mp3,spanish,male,spain,164,166,26,spanish
"cartago, costa rica",spanish40.mp3,spanish,male,costa rica,164,166,26,spanish
"zaragoza, spain",spanish27.mp3,spanish,male,spain,164,166,26,spanish
"burgos, spain",spanish26.mp3,spanish,male,spain,164,166,26,spanish
"san jose, costa rica",spanish25.mp3,spanish,male,costa rica,164,166,26,spanish
"cabanas, el salvador",spanish4.mp3,spanish,female,el salvador,164,166,26,spanish
"pamplona, spain",spanish39.mp3,spanish,male,spain,164,166,26,spanish
"mexico city, mexico",spanish24.mp3,spanish,male,mexico,164,166,26,spanish
"tegucigalpa, honduras",spanish38.mp3,spanish,male,honduras,164,166,26,spanish
"tegucigalpa, honduras",spanish37.mp3,spanish,female,honduras,164,166,26,spanish
"montevideo, uruguay",spanish36.mp3,spanish,male,uruguay,164,166,26,spanish
"mexico city, mexico",spanish35.mp3,spanish,male,mexico,164,166,26,spanish
"cartagena, spain",spanish34.mp3,spanish,male,spain,164,166,26,spanish
"caracas, venezuela",spanish33.mp3,spanish,male,venezuela,164,166,26,spanish
"santa cruz, bolivia",spanish32.mp3,spanish,male,bolivia,164,166,26,spanish
"guayaquil, ecuador",spanish31.mp3,spanish,female,ecuador,164,166,26,spanish
"santiago, chile",spanish23.mp3,spanish,male,chile,164,166,26,spanish
"madrid, spain",spanish22.mp3,spanish,female,spain,164,166,26,spanish
"santiago, chile",spanish21.mp3,spanish,male,chile,164,166,26,spanish
"managua, nicaragua",spanish20.mp3,spanish,male,nicaragua,164,166,26,spanish
"puerto la cruz, venezuela",spanish2.mp3,spanish,male,venezuela,164,166,26,spanish
"buenos aires, argentina",spanish30.mp3,spanish,male,argentina,164,166,26,spanish
"bogota, colombia",spanish3.mp3,spanish,female,colombia,164,166,26,spanish
"maracaibo, zulia, venezuela",spanish29.mp3,spanish,male,venezuela,164,166,26,spanish
"havana, cuba",spanish19.mp3,spanish,female,cuba,164,166,26,spanish
"santiago de cuba, cuba",spanish135.mp3,spanish,female,cuba,164,166,26,spanish
"montevideo, uruguay",spanish154.mp3,spanish,male,uruguay,164,166,26,spanish
"bonao, dominican republic",spanish41.mp3,spanish,male,dominican republic,164,166,26,spanish
"mayaguez, puerto rico",spanish59.mp3,spanish,female,puerto rico,164,166,26,spanish
"lima, peru",spanish6.mp3,spanish,male,peru,164,166,26,spanish
"santiago-dr, dominican republic",spanish60.mp3,spanish,female,dominican republic,164,166,26,spanish
"san juan, puerto rico",spanish81.mp3,spanish,female,puerto rico,164,166,26,spanish
"bogota, colombia",spanish80.mp3,spanish,female,colombia,164,166,26,spanish
"san salvador, el salvador",spanish8.mp3,spanish,male,el salvador,164,166,26,spanish
"lamas, peru",spanish79.mp3,spanish,female,peru,164,166,26,spanish
"azuaga, spain",spanish61.mp3,spanish,male,spain,164,166,26,spanish
"lima, peru",spanish78.mp3,spanish,female,peru,164,166,26,spanish
"buenos aires, argentina",spanish62.mp3,spanish,female,argentina,164,166,26,spanish
"jalisco, mexico",spanish77.mp3,spanish,male,mexico,164,166,26,spanish
"la paz, bolivia",spanish76.mp3,spanish,male,bolivia,164,166,26,spanish
"la coruna, spain",spanish63.mp3,spanish,female,spain,164,166,26,spanish
"medellin, colombia",spanish64.mp3,spanish,male,colombia,164,166,26,spanish
"barranquilla, colombia",spanish65.mp3,spanish,male,colombia,164,166,26,spanish
"san salvador, el salvador",spanish66.mp3,spanish,male,el salvador,164,166,26,spanish
"santa marta, colombia",spanish67.mp3,spanish,female,colombia,164,166,26,spanish
"san fernando, chile",spanish68.mp3,spanish,male,chile,164,166,26,spanish
"caracas, venezuela",spanish69.mp3,spanish,female,venezuela,164,166,26,spanish
"bogota, colombia",spanish7.mp3,spanish,female,colombia,164,166,26,spanish
"bogota, colombia",spanish70.mp3,spanish,female,colombia,164,166,26,spanish
"rosario, argentina",spanish71.mp3,spanish,male,argentina,164,166,26,spanish
"miami, florida, usa",spanish72.mp3,spanish,female,usa,164,166,26,spanish
"merida, venezuela",spanish73.mp3,spanish,male,venezuela,164,166,26,spanish
"zaragoza, spain",spanish74.mp3,spanish,male,spain,164,166,26,spanish
"bogota, colombia",spanish58.mp3,spanish,male,colombia,164,166,26,spanish
"montevideo, uruguay",spanish57.mp3,spanish,male,uruguay,164,166,26,spanish
"lima, peru",spanish75.mp3,spanish,female,peru,164,166,26,spanish
"tandil, argentina",spanish55.mp3,spanish,male,argentina,164,166,26,spanish
"buenos aires, argentina",spanish86.mp3,spanish,male,argentina,164,166,26,spanish
"buenos aires, argentina",spanish85.mp3,spanish,female,argentina,164,166,26,spanish
"buenos aires, argentina",spanish84.mp3,spanish,female,argentina,164,166,26,spanish
"la paz, bolivia",spanish83.mp3,spanish,male,bolivia,164,166,26,spanish
"la union, el salvador",spanish134.mp3,spanish,female,el salvador,164,166,26,spanish
"cochabamba, bolivia",spanish133.mp3,spanish,male,bolivia,164,166,26,spanish
"rio piedras, puerto rico",spanish132.mp3,spanish,female,puerto rico,164,166,26,spanish
"havana, cuba",spanish131.mp3,spanish,male,cuba,164,166,26,spanish
"la paz, bolivia",spanish82.mp3,spanish,male,bolivia,164,166,26,spanish
"guayaquil, ecuador",spanish130.mp3,spanish,male,ecuador,164,166,26,spanish
"duitama, colombia",spanish13.mp3,spanish,female,colombia,164,166,26,spanish
"monterrey, mexico",spanish56.mp3,spanish,male,mexico,164,166,26,spanish
"lima, peru",spanish128.mp3,spanish,female,peru,164,166,26,spanish
"san salvador, el salvador",spanish127.mp3,spanish,male,el salvador,164,166,26,spanish
"colon, panama",spanish126.mp3,spanish,female,panama,164,166,26,spanish
"havana, cuba",spanish129.mp3,spanish,female,cuba,164,166,26,spanish
"popayan, cauca, colombia",spanish52.mp3,spanish,female,colombia,164,166,26,spanish
"santo domingo, dominican republic",spanish50.mp3,spanish,male,dominican republic,164,166,26,spanish
"caguas, puerto rico",spanish51.mp3,spanish,male,puerto rico,164,166,26,spanish
"tandil, argentina",spanish49.mp3,spanish,male,argentina,164,166,26,spanish
"ilbague, colombia",spanish123.mp3,spanish,female,colombia,164,166,26,spanish
"bogota, colombia",spanish53.mp3,spanish,male,colombia,164,166,26,spanish
"bogota, colombia",spanish5.mp3,spanish,female,colombia,164,166,26,spanish
"santa cruz, bolivia",spanish124.mp3,spanish,male,bolivia,164,166,26,spanish
"lima, peru",spanish125.mp3,spanish,male,peru,164,166,26,spanish
"vina del mar, chile",spanish54.mp3,spanish,male,chile,164,166,26,spanish
"miami, florida, usa",english100.mp3,english,female,usa,39,579,6,english
"toronto, ontario, canada",english101.mp3,english,female,canada,39,579,6,english
"torrington, connecticut, usa",english102.mp3,english,male,usa,39,579,6,english
"saint johns, antigua and barbuda",english209.mp3,english,female,antigua and barbuda,39,579,6,english
"boston, massachusetts, usa",english21.mp3,english,female,usa,39,579,6,english
"trenton, nova scotia, canada",english210.mp3,english,female,canada,39,579,6,english
"worcester, massachusetts, usa",english211.mp3,english,male,usa,39,579,6,english
"staten island, new york, usa",english103.mp3,english,male,usa,39,579,6,english
"myrtle beach, south carolina, usa",english214.mp3,english,male,usa,39,579,6,english
"bridgetown, barbados",english224.mp3,english,male,barbados,39,579,6,english
"dodge city, kansas, usa",english213.mp3,english,male,usa,39,579,6,english
"erie, pennsylvania, usa",english223.mp3,english,male,usa,39,579,6,english
"auburn, indiana, usa",english222.mp3,english,female,usa,39,579,6,english
"london, uk",english221.mp3,english,male,uk,39,579,6,english
"anaheim, california, usa",english220.mp3,english,female,usa,39,579,6,english
"panama city, panama",english22.mp3,english,female,panama,39,579,6,english
"oakland, california, usa",english219.mp3,english,female,usa,39,579,6,english
"pittsburgh, pennsylvania, usa",english1.mp3,english,male,usa,39,579,6,english
"abingdon, virginia, usa",english218.mp3,english,female,usa,39,579,6,english
"harrow, middlesex, uk",english217.mp3,english,male,uk,39,579,6,english
"chicago, illinois, usa",english216.mp3,english,female,usa,39,579,6,english
"lemington spa, warwickshire, uk",english215.mp3,english,male,uk,39,579,6,english
"davenport, iowa, usa",english10.mp3,english,female,usa,39,579,6,english
"spartanburg, south carolina, usa",english212.mp3,english,male,usa,39,579,6,english
"strabane, northern ireland, uk",english108.mp3,english,male,uk,39,579,6,english
"oakland, california, usa",english155.mp3,english,male,usa,39,579,6,english
"youngstown, ohio, usa",english104.mp3,english,female,usa,39,579,6,english
"saskatoon, saskatchewan, canada",english119.mp3,english,female,canada,39,579,6,english
"akron, ohio, usa",english118.mp3,english,male,usa,39,579,6,english
"elmore, alabama, usa",english117.mp3,english,female,usa,39,579,6,english
"atlanta, georgia, usa",english116.mp3,english,male,usa,39,579,6,english
"st. albans, hertfordshire, uk",english115.mp3,english,male,uk,39,579,6,english
"birmingham 2, alabama, usa",english114.mp3,english,female,usa,39,579,6,english
"wrexham, wales, uk",english113.mp3,english,male,uk,39,579,6,english
"st. thomas, us virgin islands",english112.mp3,english,male,us virgin islands,39,579,6,english
"bombay, india",english111.mp3,english,male,india,39,579,6,english
"windsor, ontario, canada",english105.mp3,english,male,canada,39,579,6,english
"los angeles, california, usa",english106.mp3,english,female,usa,39,579,6,english
"great yarmouth, norfolk, uk",english110.mp3,english,male,uk,39,579,6,english
"staffordshire, uk",english11.mp3,english,female,uk,39,579,6,english
"concord, new hampshire, usa",english109.mp3,english,female,usa,39,579,6,english
"leicester, uk",english12.mp3,english,female,uk,39,579,6,english
"dublin, ireland",english156.mp3,english,male,ireland,39,579,6,english
"saskatoon, saskatchewan, canada",english120.mp3,english,male,canada,39,579,6,english
"kuala lumpur, malaysia",english122.mp3,english,female,malaysia,39,579,6,english
"glace bay, nova scotia, canada",english154.mp3,english,male,canada,39,579,6,english
"orange beach, alabama, usa",english135.mp3,english,male,usa,39,579,6,english
"belfast, northern ireland, uk",english134.mp3,english,female,uk,39,579,6,english
"norwich, new york, usa",english133.mp3,english,female,usa,39,579,6,english
"toronto, ontario, canada",english132.mp3,english,female,canada,39,579,6,english
"west palm beach, florida, usa",english131.mp3,english,male,usa,39,579,6,english
"port elizabeth, south africa",english130.mp3,english,male,south africa,39,579,6,english
"chicago, illinois, usa",english107.mp3,english,male,usa,39,579,6,english
"blackpool, lancashire, uk",english129.mp3,english,male,uk,39,579,6,english
"miami, florida, usa",english128.mp3,english,female,usa,39,579,6,english
"new britain, connecticut, usa",english127.mp3,english,male,usa,39,579,6,english
"cincinnati, ohio, usa",english126.mp3,english,female,usa,39,579,6,english
"st. george, queensland, australia",english125.mp3,english,male,australia,39,579,6,english
"brooklyn, new york, usa",english124.mp3,english,male,usa,39,579,6,english
"riverside, california, usa",english123.mp3,english,female,usa,39,579,6,english
"waconia, minnesota, usa",english121.mp3,english,male,usa,39,579,6,english
"henley on thames, oxfordshire, uk",english13.mp3,english,male,uk,39,579,6,english
"louisville, kentucky, usa",english19.mp3,english,male,usa,39,579,6,english
"washington, district of columbia, usa",english158.mp3,english,female,usa,39,579,6,english
"bury st. edmunds, uk",english145.mp3,english,male,uk,39,579,6,english
"barneys river, nova scotia, canada",english144.mp3,english,male,canada,39,579,6,english
"minneapolis, minnesota, usa",english143.mp3,english,male,usa,39,579,6,english
"avon, new york, usa",english142.mp3,english,male,usa,39,579,6,english
"york, uk",english141.mp3,english,male,uk,39,579,6,english
"quezon city, philippines",english140.mp3,english,male,philippines,39,579,6,english
"belfast, northern ireland, uk",english14.mp3,english,male,uk,39,579,6,english
"providence, rhode island, usa",english139.mp3,english,male,usa,39,579,6,english
"palmer, alaska, usa",english138.mp3,english,female,usa,39,579,6,english
"charleston, west virginia, usa",english137.mp3,english,male,usa,39,579,6,english
"calgary, alberta, canada",english136.mp3,english,male,canada,39,579,6,english
"washington, district of columbia, usa",english198.mp3,english,male,usa,39,579,6,english
"iowa city, iowa, usa",english197.mp3,english,male,usa,39,579,6,english
"suva, fiji",english196.mp3,english,female,fiji,39,579,6,english
"delavan, wisconsin, usa",english195.mp3,english,female,usa,39,579,6,english
"blytheville, arkansas, usa",english146.mp3,english,male,usa,39,579,6,english
"merced, california, usa",english147.mp3,english,female,usa,39,579,6,english
"sydney, australia",english148.mp3,english,male,australia,39,579,6,english
"lawrenceville, georgia, usa",english149.mp3,english,male,usa,39,579,6,english
"crisfield, maryland, usa",english202.mp3,english,male,usa,39,579,6,english
"warren, michigan, usa",english201.mp3,english,female,usa,39,579,6,english
"berkeley, california, usa",english200.mp3,english,female,usa,39,579,6,english
"mt. holly, north carolina, usa",english20.mp3,english,female,usa,39,579,6,english
"birmingham, uk",english2.mp3,english,female,uk,39,579,6,english
"bay shore, new york, usa",english199.mp3,english,male,usa,39,579,6,english
"adelaide, australia",english152.mp3,english,male,australia,39,579,6,english
"manchester, england, uk",english194.mp3,english,male,uk,39,579,6,english
"baltimore, maryland, usa",english151.mp3,english,male,usa,39,579,6,english
"chicago, illinois, usa",english204.mp3,english,male,usa,39,579,6,english
"blue earth, minnesota, usa",english205.mp3,english,female,usa,39,579,6,english
"hucknall, nottinghamshire, england, uk",english206.mp3,english,female,uk,39,579,6,english
"wilkes-barre, pennsylvania, usa",english207.mp3,english,female,usa,39,579,6,english
"washington, dc, usa",english208.mp3,english,male,usa,39,579,6,english
"brownsville, kentucky, usa",english150.mp3,english,male,usa,39,579,6,english
"norton, virginia, usa",english15.mp3,english,female,usa,39,579,6,english
"boston, massachusetts, usa",english203.mp3,english,female,usa,39,579,6,english
"fort worth, texas, usa",english157.mp3,english,male,usa,39,579,6,english
"honolulu, hawaii, usa",english193.mp3,english,male,usa,39,579,6,english
"las cruces, new mexico, usa",english191.mp3,english,male,usa,39,579,6,english
"st. louis, missouri, usa",english171.mp3,english,male,usa,39,579,6,english
"belmont, mississippi, usa",english170.mp3,english,female,usa,39,579,6,english
"darwin va, virginia, usa",english17.mp3,english,male,usa,39,579,6,english
"cleveland, mississippi, usa",english169.mp3,english,male,usa,39,579,6,english
"oceanside, california, usa",english168.mp3,english,male,usa,39,579,6,english
"lakeview, michigan, usa",english167.mp3,english,male,usa,39,579,6,english
"glenside, pennsylvania, usa",english166.mp3,english,male,usa,39,579,6,english
"detroit, michigan, usa",english165.mp3,english,female,usa,39,579,6,english
"leeds, uk",english164.mp3,english,male,uk,39,579,6,english
"fairview park, ohio, usa",english163.mp3,english,male,usa,39,579,6,english
"delaware, ohio, usa",english162.mp3,english,female,usa,39,579,6,english
"wakefield, ohio, usa",english161.mp3,english,female,usa,39,579,6,english
"redwood falls, minnesota, usa",english160.mp3,english,female,usa,39,579,6,english
"wise, virginia, usa",english16.mp3,english,male,usa,39,579,6,english
"ottawa, ontario, canada",english159.mp3,english,male,canada,39,579,6,english
"kingston, jamaica",english172.mp3,english,male,jamaica,39,579,6,english
"libertyville, illinois, usa",english173.mp3,english,male,usa,39,579,6,english
"kuching, sarawak, malaysia",english174.mp3,english,female,malaysia,39,579,6,english
"seattle, washington, usa",english175.mp3,english,male,usa,39,579,6,english
"oak park, illinois, usa",english190.mp3,english,male,usa,39,579,6,english
"grand forks, north dakota, usa",english189.mp3,english,male,usa,39,579,6,english
"edinburgh, scotland, uk",english188.mp3,english,male,uk,39,579,6,english
"algona, iowa, usa",english187.mp3,english,female,usa,39,579,6,english
"gadsden, alabama, usa",english186.mp3,english,female,usa,39,579,6,english
"oxford, uk",english185.mp3,english,male,uk,39,579,6,english
"hillsboro, oregon, usa",english184.mp3,english,female,usa,39,579,6,english
"east lansing, michigan, usa",english192.mp3,english,female,usa,39,579,6,english
"corriverton, guyana",english183.mp3,english,female,guyana,39,579,6,english
"new eagle, pennsylvania, usa",english181.mp3,english,male,usa,39,579,6,english
"newport, rhode island, usa",english180.mp3,english,male,usa,39,579,6,english
"dickenson county, virginia, usa",english18.mp3,english,female,usa,39,579,6,english
"huron, south dakota, usa",english179.mp3,english,male,usa,39,579,6,english
"wilkes-barre, pennsylvania, usa",english178.mp3,english,male,usa,39,579,6,english
"new orleans, louisiana, usa",english177.mp3,english,female,usa,39,579,6,english
"elizabeth city, north carolina, usa",english176.mp3,english,female,usa,39,579,6,english
"troy, new york, usa",english182.mp3,english,male,usa,39,579,6,english
"brisbane, australia",english153.mp3,english,male,australia,39,579,6,english
"chesapeake, virginia, usa",english60.mp3,english,male,usa,39,579,6,english
"walton-on-thames, surrey, uk",english226.mp3,english,male,uk,39,579,6,english
"kirkland, washington, usa",english495.mp3,english,male,usa,39,579,6,english
"findlay, ohio, usa",english494.mp3,english,male,usa,39,579,6,english
"miami, florida, usa",english493.mp3,english,male,usa,39,579,6,english
"omaha, nebraska, usa",english492.mp3,english,female,usa,39,579,6,english
"westmoreland, jamaica",english491.mp3,english,female,jamaica,39,579,6,english
"auckland, new zealand",english490.mp3,english,male,new zealand,39,579,6,english
"castro valley, california, usa",english49.mp3,english,male,usa,39,579,6,english
"kingston, jamaica",english489.mp3,english,female,jamaica,39,579,6,english
"irvine, scotland, uk",english488.mp3,english,female,uk,39,579,6,english
"london, uk",english487.mp3,english,female,uk,39,579,6,english
"corentyne, guyana",english486.mp3,english,female,guyana,39,579,6,english
"cromwell, connecticut, usa",english485.mp3,english,male,usa,39,579,6,english
"dublin, ireland",english484.mp3,english,male,ireland,39,579,6,english
"boston, massachusetts, usa",english483.mp3,english,male,usa,39,579,6,english
"yeadon, pennsylvania, usa",english482.mp3,english,female,usa,39,579,6,english
"stringtown, oklahoma, usa",english481.mp3,english,female,usa,39,579,6,english
"winston-salem, north carolina, usa",english480.mp3,english,male,usa,39,579,6,english
"port moresby, national capital district, papua new guinea",english48.mp3,english,male,papua new guinea,39,579,6,english
"new york, new york, usa",english479.mp3,english,female,usa,39,579,6,english
"sydney, nova scotia, canada",english478.mp3,english,male,canada,39,579,6,english
"san diego, california, usa",english477.mp3,english,female,usa,39,579,6,english
"manchester, new hampshire, usa",english476.mp3,english,female,usa,39,579,6,english
"ogden, utah, usa",english475.mp3,english,female,usa,39,579,6,english
"london, england, uk",english496.mp3,english,male,uk,39,579,6,english
"rochester, minnesota, usa",english474.mp3,english,female,usa,39,579,6,english
"cleveland, ohio, usa",english497.mp3,english,male,usa,39,579,6,english
"st. paul, minnesota, usa",english499.mp3,english,female,usa,39,579,6,english
"karachi, pakistan",english519.mp3,english,female,pakistan,39,579,6,english
"kells, meath, ireland",english518.mp3,english,male,ireland,39,579,6,english
"colorado springs, colorado, usa",english517.mp3,english,male,usa,39,579,6,english
"dripping springs, texas, usa",english516.mp3,english,female,usa,39,579,6,english
"youngstown, ohio, usa",english515.mp3,english,female,usa,39,579,6,english
"youngstown, ohio, usa",english514.mp3,english,male,usa,39,579,6,english
"bocas del toro, panama",english513.mp3,english,female,panama,39,579,6,english
"salina, kansas, usa",english512.mp3,english,female,usa,39,579,6,english
"montgomery, alabama, usa",english511.mp3,english,female,usa,39,579,6,english
"philadelphia, pennsylvania, usa",english510.mp3,english,female,usa,39,579,6,english
"detroit, michigan, usa",english51.mp3,english,male,usa,39,579,6,english
"coudersport, pennsylvania, usa",english509.mp3,english,female,usa,39,579,6,english
"winfield, illinois, usa",english508.mp3,english,female,usa,39,579,6,english
"accra, ghana",english507.mp3,english,male,ghana,39,579,6,english
"new orleans, louisiana, usa",english506.mp3,english,female,usa,39,579,6,english
"beirut, lebanon",english505.mp3,english,female,lebanon,39,579,6,english
"west palm beach, florida, usa",english504.mp3,english,male,usa,39,579,6,english
"benin city, nigeria",english503.mp3,english,female,nigeria,39,579,6,english
"farmington hills, michigan, usa",english502.mp3,english,female,usa,39,579,6,english
"pittsburgh, pennsylvania, usa",english501.mp3,english,female,usa,39,579,6,english
"albury, new south wales, australia",english500.mp3,english,male,australia,39,579,6,english
"baltic, south dakota, usa",english50.mp3,english,female,usa,39,579,6,english
"fairfax, virginia, usa",english5.mp3,english,male,usa,39,579,6,english
"prince george, british columbia, canada",english498.mp3,english,male,canada,39,579,6,english
"nottingham, uk",english473.mp3,english,male,uk,39,579,6,english
"rota, spain",english472.mp3,english,male,spain,39,579,6,english
"calgary, alberta, canada",english471.mp3,english,female,canada,39,579,6,english
"san francisco, california, usa",english445.mp3,english,male,usa,39,579,6,english
"anniston, alabama, usa",english444.mp3,english,male,usa,39,579,6,english
"fort collins, colorado, usa",english443.mp3,english,male,usa,39,579,6,english
"salisbury mills, new york, usa",english442.mp3,english,male,usa,39,579,6,english
"oquawka, illinois, usa",english441.mp3,english,female,usa,39,579,6,english
"glasgow, scotland, uk",english440.mp3,english,female,uk,39,579,6,english
"winston salem, north carolina, usa",english44.mp3,english,female,usa,39,579,6,english
"richmond, british columbia, canada",english439.mp3,english,female,canada,39,579,6,english
"houston, texas, usa",english438.mp3,english,female,usa,39,579,6,english
"cleveland, ohio, usa",english437.mp3,english,male,usa,39,579,6,english
"freeport, the bahamas",english436.mp3,english,female,the bahamas,39,579,6,english
"palm springs, california, usa",english435.mp3,english,female,usa,39,579,6,english
"kansas city, kansas, usa",english434.mp3,english,male,usa,39,579,6,english
"gladwin, michigan, usa",english433.mp3,english,female,usa,39,579,6,english
"dublin, ireland",english432.mp3,english,female,ireland,39,579,6,english
"green bay, wisconsin, usa",english431.mp3,english,female,usa,39,579,6,english
"melbourne, australia",english430.mp3,english,female,australia,39,579,6,english
"vancouver, british columbia, canada",english43.mp3,english,male,canada,39,579,6,english
"philadelphia, pennsylvania, usa",english429.mp3,english,female,usa,39,579,6,english
"kingstree, south carolina, usa",english428.mp3,english,female,usa,39,579,6,english
"hanover, pennsylvania, usa",english427.mp3,english,female,usa,39,579,6,english
"florence, south carolina, usa",english426.mp3,english,female,usa,39,579,6,english
"danville, virginia, usa",english425.mp3,english,male,usa,39,579,6,english
"moorhead, minnesota, usa",english446.mp3,english,female,usa,39,579,6,english
"hartford, connecticut, usa",english447.mp3,english,male,usa,39,579,6,english
"isle of arran, scotland, uk",english448.mp3,english,male,uk,39,579,6,english
"barton, vermont, usa",english449.mp3,english,male,usa,39,579,6,english
"leighton buzzard, uk",english470.mp3,english,male,uk,39,579,6,english
"plantersville, arkansas, usa",english47.mp3,english,female,usa,39,579,6,english
"knoxville, tennessee, usa",english469.mp3,english,male,usa,39,579,6,english
"myrtle beach, south carolina, usa",english468.mp3,english,male,usa,39,579,6,english
"pozzuoli, italy",english467.mp3,english,male,italy,39,579,6,english
"portland, maine, usa",english466.mp3,english,male,usa,39,579,6,english
"aylesbury, buckinghamshire, uk",english465.mp3,english,male,uk,39,579,6,english
"ottawa, ontario, canada",english464.mp3,english,male,canada,39,579,6,english
"brooklyn, new york, usa",english463.mp3,english,female,usa,39,579,6,english
"paducah, kentucky, usa",english462.mp3,english,male,usa,39,579,6,english
"poughkeepsie, new york, usa",english461.mp3,english,female,usa,39,579,6,english
"calgary, alberta, canada",english52.mp3,english,male,canada,39,579,6,english
"rutland, england, uk",english460.mp3,english,female,uk,39,579,6,english
"charlotte, north carolina, usa",english459.mp3,english,male,usa,39,579,6,english
"reno, nevada, usa",english458.mp3,english,female,usa,39,579,6,english
"syracuse, new york, usa",english457.mp3,english,male,usa,39,579,6,english
"lancashire, leyland, uk",english456.mp3,english,female,uk,39,579,6,english
"washington, dc, usa",english455.mp3,english,female,usa,39,579,6,english
"raleigh, north carolina, usa",english454.mp3,english,female,usa,39,579,6,english
"chicago, illinois, usa",english453.mp3,english,female,usa,39,579,6,english
"newcastle, australia",english452.mp3,english,male,australia,39,579,6,english
"hazlehurst, georgia, usa",english451.mp3,english,male,usa,39,579,6,english
"windsor, uk",english450.mp3,english,male,uk,39,579,6,english
"pine bluff, arkansas, usa",english45.mp3,english,male,usa,39,579,6,english
"creswell, north carolina, usa",english46.mp3,english,male,usa,39,579,6,english
"st. paul, minnesota, usa",english520.mp3,english,female,usa,39,579,6,english
"bethesda, maryland, usa",english521.mp3,english,female,usa,39,579,6,english
"bethpage, new york, usa",english522.mp3,english,female,usa,39,579,6,english
"tamworth, australia",english87.mp3,english,female,australia,39,579,6,english
"grand rapids, michigan, usa",english88.mp3,english,male,usa,39,579,6,english
"kingston ma, massachusetts, usa",english89.mp3,english,male,usa,39,579,6,english
"carthage, texas, usa",english9.mp3,english,female,usa,39,579,6,english
"pittsburgh, pennsylvania, usa",english90.mp3,english,male,usa,39,579,6,english
"kingston, jamaica",english91.mp3,english,male,jamaica,39,579,6,english
"wisconsin rapids, wisconsin, usa",english92.mp3,english,female,usa,39,579,6,english
"mamou, louisiana, usa",english93.mp3,english,female,usa,39,579,6,english
"pensacola, florida, usa",english94.mp3,english,female,usa,39,579,6,english
"mishawaka, indiana, usa",english95.mp3,english,male,usa,39,579,6,english
"point pleasant, new jersey, usa",english96.mp3,english,male,usa,39,579,6,english
"wilmington nc, north carolina, usa",english97.mp3,english,male,usa,39,579,6,english
"spokane, washington, usa",english98.mp3,english,male,usa,39,579,6,english
"pittsburgh, pennsylvania, usa",english99.mp3,english,female,usa,39,579,6,english
"columbus, ohio, usa",english59.mp3,english,male,usa,39,579,6,english
"southhampton, uk",english58.mp3,english,female,uk,39,579,6,english
"adelaide, australia",english579.mp3,english,male,australia,39,579,6,english
"salford, lancashire, uk",english578.mp3,english,male,uk,39,579,6,english
"san leandro, california, usa",english577.mp3,english,female,usa,39,579,6,english
"washington, dc, usa",english576.mp3,english,female,usa,39,579,6,english
"great falls, virginia, usa",english575.mp3,english,male,usa,39,579,6,english
"toronto, ontario, canada",english574.mp3,english,female,canada,39,579,6,english
"painesville, ohio, usa",english573.mp3,english,male,usa,39,579,6,english
"charleston, south carolina, usa",english86.mp3,english,male,usa,39,579,6,english
"strabane, northern ireland, uk",english85.mp3,english,male,uk,39,579,6,english
"sydney, australia",english84.mp3,english,male,australia,39,579,6,english
"winnfield, louisiana, usa",english83.mp3,english,female,usa,39,579,6,english
"toronto, ontario, canada",english61.mp3,english,male,canada,39,579,6,english
"west jordan, utah, usa",english62.mp3,english,male,usa,39,579,6,english
